MeanIntensity	MassDisplacement
0.031640437	0.961596734
0.014781298	0.149715697
0.016051072	0.513219839
0.014032601	0.415178622
0.01247369	0.07543654
0.013226382	0.341447913
0.027159595	0.297783969
0.01363212	0.321692414
0.017366947	0.534747173
0.013945481	0.298781978
0.015937073	0.176925584
0.01572867	0.276732378
0.012209707	0.114188131
0.019572112	1.296671071
0.013020834	0.199012986
0.020864479	0.457910168
0.029528298	0.92588925
0.016682229	0.558486391
0.014001843	0.177214848
0.020676133	0.125600405
0.016176471	1.72500167
0.016732027	0.386542981
0.016918768	0.358674918
0.015142134	0.496489969
0.016570328	0.215681022
0.02545524	0.701683988
0.01984127	1.322669438
0.013903744	0.131121927
0.018791947	0.101650771
0.014669572	0.325560549
0.012958227	0.173217365
0.040683537	0.420368152
0.015665635	0.575906828
0.016139222	0.692124532
0.013163095	0.309868548
0.012941177	0.084807894
0.019070209	1.444287739
0.013411765	0.317125854
0.015168628	1.104622575
0.017980526	0.561305399
0.016592996	1.001747078
0.014076368	0.135585305
0.024511754	0.131201628
0.035241409	2.17939539
0.015431214	0.170142427
0.026128042	0.561576627
0.017199669	1.10130761
0.014625523	0.262086273
0.012872976	0.103238157
0.016083853	0.357895332
0.012470589	0.082956837
0.013999579	0.250452712
0.0155817	0.457242529
0.018297819	0.205738396
0.015835668	0.439646963
0.017259744	0.284836787
0.014932127	0.413411967
0.014855214	0.319280405
0.013111269	1.329606165
0.01450508	0.407908744
0.016732027	0.441144948
0.013001237	0.334698198
0.01711074	0.525578594
0.019002501	0.475937325
0.018329833	0.410702508
0.019164087	0.545231853
0.020494074	1.76255431
0.016357346	0.515328896
0.022262774	0.516365064
0.013893558	0.319986572
0.013924892	0.102274119
0.015481077	0.15536823
0.015038364	0.479986741
0.013960785	0.702330728
0.014379085	0.543932295
0.012793315	1.321254935
0.014460785	0.107973335
0.014365105	0.434054353
0.021699847	1.933542026
0.015839461	0.195451776
0.033095664	0.585374705
0.019628927	0.528883493
0.014659686	0.158249508
0.032210492	1.560266275
0.031399318	0.184986532
0.014730599	0.352292537
0.018112117	1.378625781
0.017282262	0.160043463
0.019237885	0.590671508
0.023128196	1.317491388
0.014581106	0.206518281
0.01571255	1.347152252
0.015795969	0.355886368
0.019425445	0.281148485
0.027236385	1.441500975
0.02917671	1.046757899
0.013316994	0.178206829
0.013929412	0.221969249
0.014553991	0.562459986
0.01479966	0.048420378
0.025585213	0.652356686
0.016041168	1.010211857
0.015111778	0.123990904
0.017206883	0.388757799
0.015843138	0.194199361
0.01632467	0.406467945
0.017141383	0.967794235
0.013259981	0.333320672
0.024877452	0.835891939
0.017481692	0.386103544
0.015572935	0.177375645
0.013517529	0.137329549
0.028295285	0.641822772
0.016666667	0.248225602
0.018730651	0.830052208
0.014467924	0.187301883
0.018192669	0.55962387
0.014135372	0.758344337
0.015982243	0.778217817
0.015357369	0.240625433
0.01536831	0.520394321
0.014287122	0.309204677
0.018390805	0.137988536
0.026628993	0.613924802
0.022222223	0.137138632
0.013996317	0.654771219
0.01390674	0.230220254
0.022091504	0.638117881
0.018349982	0.701844425
0.019872815	1.289237664
0.014577145	0.069998995
0.012097043	0.199778519
0.014074444	0.35995274
0.014098973	0.11010252
0.014964313	0.37260713
0.01618123	0.026745285
0.013423832	0.032755472
0.023453511	1.524897065
0.026470589	0.981821447
0.016747027	0.392366971
0.024096202	0.383413661
0.016279609	0.30801433
0.028327659	0.449023411
0.01633987	0.235375816
0.015605915	0.45115017
0.016092779	0.17192387
0.018926928	0.685069219
0.028609627	0.329232868
0.019402794	0.903318197
0.018404767	1.651231452
0.014730271	0.395656608
0.024373459	0.43918967
0.013271163	0.176493088
0.014054177	0.193611625
0.017509461	1.268463346
0.016600325	0.789435359
0.025009613	0.764057739
0.014532872	0.19229183
0.026842685	0.584945283
0.014037205	0.22016734
0.013663244	0.098128029
0.012335809	0.126900377
0.012382488	0.238989779
0.015479196	1.161801026
0.026039217	0.430964521
0.015923946	0.470191519
0.013929739	0.164759929
0.025860668	0.626060579
0.022591986	0.456124836
0.013522651	0.461154343
0.014059715	0.142211584
0.015474933	0.141360588
0.023347399	0.458143852
0.014738563	0.299428216
0.015831518	0.83732807
0.014172367	0.228518395
0.016848221	1.113637113
0.018506467	0.474572771
0.015392157	0.116512968
0.01309298	0.141259025
0.023029967	0.135634361
0.019675167	0.36487758
0.012606116	1.19817842
0.020030844	0.508286769
0.01946327	1.036020136
0.015151516	0.412859087
0.022931612	0.112073658
0.020646433	0.641935223
0.014642922	0.275408556
0.027218536	0.45495607
0.016943572	0.18623606
0.013324667	0.454146846
0.021359478	0.500558505
0.014576884	0.132211693
0.022736527	1.935768473
0.015801355	1.21033435
0.014716131	1.247890877
0.025699103	1.21031513
0.013455038	0.27786321
0.014091061	0.194601863
0.017073571	1.497775661
0.028237716	0.794459404
0.013490197	0.20592757
0.02486007	2.300920885
0.013451184	0.302351265
0.021012898	0.483607328
0.013325719	0.192871647
0.025729116	0.886212742
0.028730994	0.71020911
0.013939394	0.237953632
0.015047368	0.371580924
0.01601826	0.855856501
0.013515407	0.314594814
0.017726194	0.754336579
0.013083944	0.308494302
0.012905526	0.10551175
0.012911974	0.293117826
0.015332069	0.552407368
0.013288193	0.268327361
0.019049664	1.51285351
0.025367135	1.844299307
0.016694678	1.059990789
0.014231918	0.430573732
0.016050132	0.49087399
0.012217195	0.520855652
0.023714085	0.770225185
0.013043479	0.211351276
0.013327849	0.165008949
0.020126113	1.062344918
0.01864892	0.142321783
0.01540815	0.505342979
0.031504967	0.855119329
0.027801551	1.114578709
0.015008913	0.208552173
0.022128045	0.33561446
0.028666198	1.479163514
0.024826488	0.838572009
0.021907711	1.567376865
0.014231102	0.355727458
0.017914439	0.419742741
0.012397217	0.063237603
0.01506708	0.075126719
0.044005719	1.402472257
0.013139277	0.291680513
0.014716899	0.061215819
0.014270153	0.111318723
0.014697358	0.562206194
0.012725875	0.141572953
0.021609649	0.766467838
0.014681373	0.235360685
0.020276293	0.09916645
0.020887072	0.537644379
0.027569817	0.541772119
0.01579113	0.495958611
0.014400169	0.265333474
0.01546841	0.078253615
0.013361345	0.389684348
0.013741968	0.159595816
0.016862746	0.059683668
0.016514162	0.252215208
0.013475458	0.253214508
0.017896614	0.024942764
0.023172906	0.527885512
0.013312694	0.0277601
0.015103864	0.20481995
0.02135986	1.275678162
0.018548811	1.450972514
0.013939694	0.145170975
0.013972648	0.216073455
0.016561475	0.596380604
0.014590291	0.371706713
0.013147311	0.241124888
0.012748943	0.453506581
0.023870969	0.280426824
0.02535694	1.160480633
0.012044818	0.142959955
0.018594772	0.524890295
0.012997904	0.124979441
0.014175941	0.497723384
0.013763198	0.264417993
0.012297735	0.053225679
0.01885246	2.044204955
0.014805923	0.216225971
0.01439394	0.194985401
0.014495799	0.338023536
0.015835061	0.786707177
0.018093226	0.361460651
0.023308479	0.571486546
0.015486873	0.542519178
0.019361032	0.134802712
0.013333334	0.282290943
0.032923498	1.788817688
0.027522067	0.933499271
0.012717611	0.287591572
0.016879796	0.215585981
0.02616875	0.565347446
0.02476932	1.131544307
0.013357844	0.052160702
0.016969698	0.416724954
0.013567726	0.287717673
0.013579647	0.370292856
0.014338236	0.112232036
0.019776393	2.419227537
0.013810742	0.089094912
0.016232918	0.487265876
0.018203375	0.053210795
0.022523882	1.022948728
0.015584855	0.36649247
0.020639476	1.829700875
0.017536593	0.263061211
0.015206083	0.262579287
0.014433552	0.109120408
0.013247653	0.232032828
0.023477402	0.345762813
0.013924051	0.132894112
0.01413117	0.111413403
0.020305012	0.197373232
0.012718601	0.089658262
0.015951644	1.723259553
0.023971091	0.470475551
0.024819056	0.399115245
0.01840025	0.28774089
0.014924805	0.653661652
0.014437183	0.868363086
0.013843138	0.316086424
0.017304909	1.515539764
0.038477911	1.01685087
0.017905309	0.657507608
0.01183232	0.128980333
0.019865842	0.324441927
0.018175902	0.301551523
0.019405701	1.07416251
0.022604598	0.129102539
0.016320647	0.087993091
0.018914319	0.469289514
0.017803593	2.703567462
0.0186729	1.473405806
0.012808911	0.323769431
0.029278964	0.887430371
0.016916571	0.118057264
0.019408442	1.097310042
0.015208035	0.428997981
0.015504931	0.249451253
0.013349179	0.143458347
0.013220134	0.142476228
0.015805627	0.153701402
0.015646862	0.365383706
0.016205306	0.298595506
0.013348417	0.236356682
0.015901483	0.316242431
0.017514872	0.045412372
0.014069488	0.410937377
0.011873639	0.132667853
0.022860618	0.511173498
0.02010664	0.631504431
0.016023511	0.75709419
0.032877506	0.43399057
0.014176782	0.534189629
0.022170313	0.509183985
0.014285715	0.555076407
0.023061498	0.684954586
0.014030763	0.956848223
0.013709286	0.306363711
0.013838924	0.441671795
0.013725491	0.101060316
0.021100482	0.638300693
0.015751273	0.489565069
0.017331933	0.071307792
0.016487764	0.755429251
0.014042676	0.252662995
0.015248227	0.527239622
0.018479901	0.738199918
0.019656559	0.979203169
0.015612746	0.709437551
0.013198398	0.184945568
0.026624145	1.570814565
0.019691536	1.011554776
0.014016696	0.15008097
0.013853368	0.161082025
0.016055698	0.16505869
0.018003566	0.272742428
0.01343714	0.213737042
0.019988579	0.835194063
0.013934085	0.060036078
0.020670699	0.423430828
0.02106882	0.329694265
0.018777106	0.417864843
0.026123043	0.497821758
0.02315593	0.786340813
0.014816787	0.270377808
0.013235295	0.577017126
0.012841215	0.286109718
0.026715165	0.845359988
0.025458262	0.182463241
0.024450981	0.292637628
0.017556562	0.410024956
0.015374332	0.339417763
0.012035879	0.767877713
0.015077336	0.293838556
0.018119365	0.217961786
0.014425771	0.356210627
0.01463765	0.072159441
0.014542484	0.066159984
0.018415475	1.805231597
0.024774582	0.013793424
0.01284206	0.390487019
0.019416793	0.902462297
0.01576169	0.496749363
0.025452344	1.197743606
0.015672169	0.830232035
0.022956863	0.771949963
0.01385621	0.174849846
0.015318628	0.286143432
0.013989305	1.038323756
0.024208146	0.927719382
0.032305925	0.964068662
0.01337146	0.204468506
0.01387255	0.308238272
0.01471599	0.49849823
0.01559977	0.218886794
0.015056023	0.15287831
0.014443278	0.527490946
0.015103864	0.734188159
0.015979266	0.148925603
0.019702568	0.60169595
0.016935624	1.148988811
0.014699558	0.311565867
0.016359207	0.186688685
0.013640239	0.129706764
0.021366485	1.137665538
0.018401207	0.285984581
0.028089551	0.612402977
0.024034136	0.440896039
0.016083396	1.15764723
0.01573489	0.397983677
0.015025337	0.080465526
0.014779554	0.160241205
0.022686541	1.055499251
0.016321613	0.634619384
0.017159352	0.473493942
0.013213982	0.137743064
0.014088599	0.26706266
0.019024908	0.158891718
0.014330219	0.371332684
0.016601308	0.457184588
0.024505597	0.509672127
0.021589712	0.493893456
0.027074831	1.127445072
0.012798966	0.20812139
0.01562468	0.250436418
0.014163336	0.118945217
0.064688952	0.414046103
0.015628605	0.267237123
0.025273242	2.686157422
0.014765559	0.299808239
0.015490197	0.308002037
0.034748175	0.616073594
0.026196813	0.459632894
0.022779314	0.527661283
0.013733303	0.083383814
0.01312873	0.187441132
0.012376327	0.430373462
0.014955135	0.255903981
0.018454441	0.60542156
0.016289593	0.083942288
0.019560213	0.976649728
0.012982585	0.195880461
0.012952224	0.248038312
0.013190731	0.223750372
0.025223236	0.960676393
0.012477719	0.227767397
0.025254177	0.697789917
0.020043574	0.765335657
0.032509805	1.634837872
0.012268151	0.053983194
0.016116691	1.548829468
0.013146899	0.095176315
0.015138099	0.210086135
0.022452059	0.345556081
0.029222883	0.365536065
0.0171185	0.551429229
0.013934788	0.31573576
0.015523554	0.585166209
0.0125903	0.107890964
0.017177576	0.153245295
0.014112652	0.470442737
0.021761659	1.130149399
0.0331176	1.41090762
0.028522999	1.577914815
0.012535613	0.295729405
0.030272147	0.683106432
0.01571332	0.370046848
0.01424415	0.182766754
0.014335801	0.389111507
0.026628353	0.146924185
0.017029278	0.228241491
0.014134885	0.28409826
0.016993465	0.452961169
0.015686275	0.972146511
0.017672133	1.062893336
0.023381079	1.29180402
0.018472653	0.40133198
0.014851899	0.251423334
0.013158157	0.621658089
0.031217751	1.018184573
0.013562092	0.165250703
0.013280607	0.266664025
0.015686275	0.285834804
0.031716419	0.126278572
0.01407815	0.236722399
0.026139115	0.412986393
0.014920835	0.736805899
0.014359575	0.44165311
0.014962293	0.275451483
0.016269649	0.452249553
0.018101388	0.385467512
0.015954876	0.913369525
0.015046889	0.180880412
0.014249364	0.245970781
0.016201681	0.131209064
0.017204302	0.258381701
0.01580511	0.406270653
0.029558093	0.472610856
0.013604026	0.058173305
0.012564007	0.221158434
0.021593292	1.111626057
0.017925185	0.410245922
0.014724381	0.2555725
0.01913346	0.138240185
0.014355743	0.594163043
0.01854796	0.308399737
0.018103165	0.21248417
0.022647529	0.807053801
0.023089067	1.160064525
0.013168725	0.265040406
0.013071896	0.078454459
0.012926653	0.226048473
0.018186275	0.713976309
0.022768511	0.414416341
0.012672477	0.202869945
0.0131133	0.332307693
0.029673767	0.092626735
0.016291094	0.109151905
0.025414198	0.534809116
0.018342822	0.172205139
0.020997984	0.398242152
0.015187479	0.465868691
0.018217469	0.380206392
0.013901459	0.06810948
0.014249178	0.670119771
0.017435267	0.30183968
0.013927067	0.018948363
0.019489521	0.402952346
0.013584844	0.555074769
0.014554276	0.228182152
0.013926597	0.076976207
0.014843321	0.249503711
0.019215687	0.353126692
0.018317201	2.327151141
0.014506741	0.441096076
0.021443103	0.605410305
0.027173512	0.879567985
0.013989442	0.443401008
0.014579381	0.196964026
0.015470126	0.04737229
0.014682353	0.344266481
0.014160043	0.196774479
0.013144518	0.07096997
0.017821965	0.354067511
0.025601185	0.248462015
0.017391939	0.812392863
0.01380033	0.198529692
0.014742194	0.094333299
0.015952789	1.066898612
0.013694853	0.334736667
0.019581347	1.533850908
0.014611873	0.457437624
0.028193904	1.43199688
0.014328809	0.212026441
0.012242946	0.423964238
0.014557339	0.28160414
0.014609766	0.149654168
0.028391883	0.793259245
0.013012478	0.311049492
0.023770295	0.989725135
0.013555659	0.18567431
0.018981201	0.541581857
0.013931889	0.206284589
0.020184931	0.42982501
0.01194853	0.307755071
0.014379085	0.152721049
0.017486029	0.813628308
0.014364877	0.352058352
0.019788839	0.261321804
0.013999089	0.405763354
0.014033065	0.161508768
0.014937612	0.116961622
0.026336656	0.618126992
0.018811953	0.283757491
0.018338003	0.945793909
0.015008913	0.20363091
0.022943271	1.038248229
0.012639301	0.387850372
0.015471395	0.793748265
0.015998958	0.614633231
0.013552779	0.337122825
0.016244009	1.403878768
0.028506182	0.699892763
0.014103256	0.283806211
0.015451651	0.402657323
0.013751634	0.207207767
0.016275644	1.09803853
0.014442851	0.171894609
0.014821223	0.243556406
0.014764472	0.553613348
0.014677872	0.323129612
0.023023404	1.003617928
0.013258637	0.32191603
0.016839678	0.787425881
0.016114791	0.567385373
0.015667601	0.131698668
0.019864027	1.046716154
0.014287886	0.331657479
0.02154162	1.268381951
0.017312732	1.073428256
0.020952705	1.781172849
0.013325719	0.13111493
0.017585785	0.623500036
0.013909314	0.106038152
0.018437533	0.145594596
0.013881659	0.102616271
0.013725491	0.427338789
0.016574756	0.041915477
0.024249194	0.293972272
0.036276524	0.977573775
0.013810742	0.486624542
0.013643791	0.179477542
0.015446179	0.273662386
0.020372631	0.534203179
0.016064041	0.444114234
0.01449113	0.649495756
0.019387531	0.854071068
0.015941446	0.99747866
0.014267041	0.133318078
0.014576397	0.248618441
0.051147849	2.251816662
0.019679471	0.082817765
0.012998458	0.062104541
0.014462346	0.10086884
0.013082353	0.135946722
0.018751946	0.526263277
0.015361935	0.151264492
0.013559653	0.198135432
0.02129219	1.36874412
0.014009288	0.131118122
0.015144386	0.262217833
0.017421569	1.146140543
0.036871622	1.842421077
0.014069488	0.42845122
0.01534278	0.181979969
0.01902637	0.223741682
0.013284694	0.283183286
0.012287582	0.257656563
0.014640523	0.066710126
0.016859658	0.149219377
0.01536831	0.193484325
0.029383953	1.821605016
0.013338329	0.156289188
0.014923017	0.099091746
0.016979705	0.704289599
0.011923958	0.107775532
0.012275206	0.361640229
0.015261045	0.785748866
0.024242425	0.099517498
0.019228337	0.837131613
0.014688058	0.325135408
0.023042261	0.395916434
0.021854874	0.751789991
0.016131276	0.142224695
0.013439084	0.210093916
0.016447176	0.172762302
0.01904087	0.581276106
0.021271978	0.301508543
0.014634147	0.159600537
0.014379085	0.233534388
0.013385189	0.085232124
0.013559791	0.05744242
0.02491807	1.361635546
0.013370388	0.210440271
0.013318535	0.247273798
0.015506857	0.536844831
0.015017826	0.093179878
0.016359676	0.171050433
0.014432659	0.538087177
0.014005603	0.340660942
0.01453997	0.01251786
0.013873474	0.162912317
0.020713151	0.29704567
0.020022094	1.5226405
0.022222223	0.600334203
0.01392833	0.44740685
0.013325331	0.059413224
0.018172151	0.78738386
0.011158935	0.311913287
0.014715786	0.427384421
0.012761171	0.045833354
0.013143523	0.570052291
0.014196421	0.373166634
0.015091037	0.104110445
0.030189199	0.041545734
0.015997511	0.628352978
0.014208297	0.167373584
0.014611475	0.228475292
0.016119598	0.128438689
0.0122227	0.146070134
0.015863188	0.627383807
0.013333334	0.058890176
0.016479569	0.405285176
0.025671117	0.219844695
0.015036843	0.16134472
0.013081874	0.259435509
0.017435464	0.206619851
0.017000531	0.225161132
0.021481631	0.702659937
0.013122172	0.42652463
0.027306924	0.889136384
0.025183709	2.393755385
0.025618662	2.507719603
0.022413002	0.607479015
0.014456329	0.075546291
0.013925571	0.219467625
0.021895426	0.314168506
0.027570855	0.782356725
0.016862746	0.1244643
0.017595003	0.670516488
0.01314554	0.337354827
0.013979944	0.260855483
0.013381029	0.370180018
0.017282262	0.359042035
0.013333334	0.073925993
0.015359478	0.65559432
0.024800859	0.233973291
0.015137804	0.08178585
0.015104167	0.231655177
0.014761377	0.224073652
0.016371456	0.338888337
0.015124306	0.565845678
0.015307641	0.176424633
0.019343697	1.435686043
0.021803922	1.434221238
0.013737374	0.568436554
0.013485395	0.027890596
0.016845481	0.396283996
0.018666667	1.405868467
0.024432036	0.56504385
0.014497921	0.029332245
0.015663607	0.704469568
0.017056716	0.368716499
0.020254256	0.163365586
0.015054836	0.19108642
0.021041536	0.85726717
0.01927839	1.251533451
0.025004498	1.318830082
0.014073667	0.323271397
0.013438242	0.265374043
0.018900894	0.239674835
0.018894831	0.838223821
0.014208583	0.370223331
0.030421867	0.31405404
0.013543937	0.491558724
0.016641876	0.711933967
0.013565427	0.676739976
0.013583405	0.143047188
0.021399595	0.642476174
0.024633544	0.466521185
0.01651855	0.746205323
0.013145888	0.126864369
0.012731668	0.239119017
0.015634334	0.114076528
0.013044804	0.556293252
0.020211162	0.703573257
0.019758673	0.346484764
0.016042781	0.036904028
0.016882354	0.518429493
0.012726601	0.165429447
0.018963202	0.251858101
0.015298203	0.350566496
0.01530554	0.224421941
0.022845622	2.012867679
0.014140829	0.11082472
0.022640932	0.424111739
0.016789216	0.305323494
0.019127652	0.712779778
0.016545495	0.650952857
0.012813788	0.146092902
0.01464986	0.23115266
0.036962116	1.344687211
0.015951644	0.100514438
0.022827298	0.961793345
0.015530794	1.382624628
0.01387632	0.175708304
0.02199755	0.667789552
0.014279625	0.417679506
0.013763937	0.184227762
0.012704965	0.177660993
0.016750419	0.410610206
0.026283225	1.203067491
0.012992328	0.278353322
0.014033065	0.067833697
0.018501143	0.628945731
0.013389175	0.277292028
0.014913845	0.56855487
0.016649467	0.156916008
0.035634481	1.37963465
0.01817123	0.384079335
0.013209495	0.426855358
0.034059677	0.712913627
0.011748765	0.536595964
0.013817116	0.130881314
0.017593339	1.48242286
0.013916787	0.216831952
0.015373686	0.670533719
0.013846955	0.095631252
0.014248367	0.247427881
0.016026144	0.385664792
0.015120275	0.375586178
0.011987734	0.243366135
0.015653595	0.300594951
0.016720902	0.859873223
0.017892158	0.473272482
0.017812427	1.057996865
0.021109069	1.767572469
0.013283873	0.310647068
0.031016704	0.725276635
0.017008319	1.267507787
0.013395021	0.144825991
0.013058824	0.207677945
0.018290676	0.316849352
0.019211976	0.901189402
0.032869332	0.669846079
0.016301196	0.486404843
0.030662933	0.870342962
0.013818861	0.131613358
0.019673385	1.286602981
0.012109168	0.40674815
0.016034452	0.654908629
0.013570452	0.064247921
0.031366608	0.557999584
0.016170105	0.881474591
0.015455595	0.100843119
0.018222999	0.138395215
0.016367767	1.571947407
0.014476819	0.1437753
0.014621158	0.359447643
0.014949737	0.842474327
0.013495606	0.13394655
0.017813473	0.82758502
0.013651499	0.162757859
0.027568393	1.048153257
0.02687097	0.750878365
0.021153059	2.299675205
0.012694563	0.298241719
0.015543021	0.499058003
0.014935336	0.106848074
0.015276069	0.260572969
0.014188949	0.257835577
0.012378928	0.355496544
0.018702866	0.093420473
0.020778234	0.192940175
0.024057042	0.633969718
0.014543305	0.666457112
0.01340803	0.234531735
0.017298883	0.366975048
0.014427056	0.155790027
0.016266507	0.497415266
0.020746364	0.606250371
0.013744165	0.020603089
0.016426194	0.723540123
0.015408992	0.65747787
0.014312295	0.168199126
0.018374447	0.222584792
0.016951701	0.137321263
0.013179705	0.152231202
0.014319123	0.092744134
0.014014288	0.12471983
0.015262924	0.731456838
0.015384616	0.657920154
0.013232428	0.689593312
0.012726601	0.1696545
0.022673295	1.746091857
0.020560489	0.403251882
0.015060297	0.532494943
0.030881074	1.564988798
0.013250149	0.014578587
0.015580287	0.083985328
0.015876412	0.462917183
0.012787724	0.094860212
0.016631653	0.050394261
0.014411362	0.186004791
0.023050848	0.400254057
0.014636841	0.714712131
0.01899327	0.069302672
0.014537533	0.352856356
0.016127893	2.097409605
0.01373515	0.260772892
0.018239097	1.388184286
0.013870734	0.041115635
0.028233263	0.170291686
0.020766489	0.439870015
0.012729537	0.38267331
0.015611436	0.747197138
0.014367202	0.752719846
0.014998607	0.089632656
0.030649088	2.448171119
0.013189276	0.152030418
0.01575004	0.263670611
0.014099686	0.552203706
0.016413663	0.470196776
0.016951746	0.705355722
0.014844472	0.283562356
0.014553991	0.280707197
0.019957025	2.495654261
0.013360379	0.118009149
0.025296273	4.017467539
0.014640523	0.239877155
0.018826479	0.789183333
0.019808379	0.130868504
0.026818789	0.787348207
0.012716543	0.193995015
0.013954415	0.868828418
0.01483376	0.426860923
0.02917167	0.18799181
0.015044147	0.619139205
0.014402019	0.531089085
0.034613422	1.526058883
0.012813047	0.138210656
0.01597148	0.371480252
0.013065227	0.284481695
0.029728508	0.944711629
0.014425771	0.644404997
0.017389907	0.39159834
0.013581191	0.215679095
0.014321309	0.042205174
0.01458677	0.357259808
0.018900472	0.548273589
0.019824294	0.269917627
0.014000689	0.145093327
0.014460785	0.137886459
0.01197479	0.491874962
0.020677363	1.18980843
0.020639836	2.467963268
0.013849144	0.112789658
0.015742297	0.503618892
0.013725491	0.431950226
0.015832876	0.767118778
0.013601838	0.220248852
0.020359102	0.763339197
0.013492601	0.221704208
0.029270589	1.425570703
0.01394958	0.252127517
0.013507626	0.214376464
0.013562092	0.030983492
0.013960785	0.151561538
0.013016271	0.120367679
0.015784314	0.393203742
0.012009804	0.321754698
0.017591355	0.89613585
0.021938051	2.462456032
0.015980073	0.33676198
0.013513176	0.456337029
0.017294559	0.209517456
0.018690413	0.477755454
0.013775767	0.305135524
0.01669772	0.290878474
0.013100945	0.207067149
0.014453782	0.092066451
0.0161712	0.077641718
0.013586849	0.274062921
0.020786649	0.350513897
0.015212982	0.215812381
0.022175666	1.090175163
0.028258726	1.382185764
0.016700474	0.503877429
0.016000001	0.375683073
0.02954968	0.79767972
0.027754195	1.304830059
0.012729537	0.199708603
0.015890287	0.109970906
0.013450293	0.120869445
0.015431214	0.119341118
0.013187236	0.155933686
0.01939394	0.124749178
0.018561358	0.575522438
0.021786493	0.872057561
0.015167244	0.177569844
0.014651417	0.647087648
0.020724203	1.327584125
0.018921569	0.505059099
0.014379085	0.171168213
0.015864528	0.952747348
0.017129412	0.900379502
0.014336918	0.348926411
0.031159292	0.460920716
0.025365855	0.353641664
0.014215687	0.367488887
0.017178176	0.174769615
0.018529412	0.824862286
0.01654902	0.425543293
0.016756967	0.808453451
0.013683414	0.345688022
0.013220134	0.183680691
0.014965398	0.353860964
0.028060157	0.829204756
0.013725491	0.1012249
0.02176691	0.094693868
0.020479304	0.415735019
0.013725491	0.078239516
0.022391094	1.2225864
0.017792718	0.095017149
0.023240455	0.765782492
0.016317839	0.607625422
0.014845939	0.355967505
0.014574649	0.303159955
0.017450981	0.21808807
0.017450981	1.638852211
0.017222099	0.580917691
0.012616523	0.216396758
0.016133757	0.477055869
0.0251118	0.675416752
0.013973406	0.528235147
0.021260672	1.173675101
0.012866271	0.213197656
0.016729628	1.244195098
0.013392527	0.254278548
0.014243434	0.409400446
0.014379085	0.259580636
0.016783502	0.23937315
0.017742128	0.639875145
0.021556257	2.294178397
0.014052288	0.384860637
0.014884136	0.205518918
0.014251555	0.603795808
0.016485113	0.44992321
0.02315593	0.944745651
0.029678799	0.748654999
0.038731987	1.894472434
0.012229977	0.354696707
0.022210339	0.176972107
0.014532873	0.476314934
0.016833295	0.589555643
0.013986929	0.25636968
0.016887066	0.584330333
0.01882353	0.497394334
0.013687783	0.084929959
0.015419904	0.265483606
0.013547238	0.042197293
0.016482383	0.289336479
0.012862746	0.05863682
0.012474645	0.57621781
0.014904704	0.921110116
0.015294118	0.753913781
0.027367897	0.899165062
0.015205328	0.240940317
0.018884805	0.387693135
0.021301248	0.240511832
0.016594046	0.487054729
0.014605528	0.473299052
0.015077756	0.156312053
0.024722482	0.797788852
0.012711292	0.202460767
0.024348935	1.087175029
0.020878723	0.205495802
0.013300337	0.725141955
0.021869773	1.197896795
0.015237421	1.283382488
0.016759658	0.936625066
0.030127313	0.137326316
0.016544118	0.213205929
0.012483162	0.18184722
